状态栈后10个                                           符号栈后10个                                           输入前10个                                            动作                                                
0 1 5 12 35 140 146                               stmts i0 w0 while ( term                          < 4 ) { a [ i ] = ∫                               (146,<)→r29：根据expr→term 归约：将状态栈和符号栈都出栈1个，再将expr加到符号栈里，再(140,expr)→145
0 1 5 12 35 140 145                               stmts i0 w0 while ( expr                          < 4 ) { a [ i ] = ∫                               (145,<)→s352
0 1 5 12 35 140 145 352                           stmts i0 w0 while ( expr <                        4 ) { a [ i ] = ∫ [                               (352,num)→s654
0 1 5 12 35 140 145 352 654                       stmts i0 w0 while ( expr < num                    ) { a [ i ] = ∫ [ i                               (654,))→r39：根据factor→num 归约：将状态栈和符号栈都出栈1个，再将factor加到符号栈里，再(352,factor)→649
0 1 5 12 35 140 145 352 649                       stmts i0 w0 while ( expr < factor                 ) { a [ i ] = ∫ [ i                               (649,))→r36：根据unary→factor归约：将状态栈和符号栈都出栈1个，再将unary加到符号栈里，再(352,unary)→646
0 1 5 12 35 140 145 352 646                       stmts i0 w0 while ( expr < unary                  ) { a [ i ] = ∫ [ i                               (646,))→r33：根据term→unary 归约：将状态栈和符号栈都出栈1个，再将term加到符号栈里，再(352,term)→645
0 1 5 12 35 140 145 352 645                       stmts i0 w0 while ( expr < term                   ) { a [ i ] = ∫ [ i                               (645,))→r29：根据expr→term 归约：将状态栈和符号栈都出栈1个，再将expr加到符号栈里，再(352,expr)→644
0 1 5 12 35 140 145 352 644                       stmts i0 w0 while ( expr < expr                   ) { a [ i ] = ∫ [ i                               (644,))→r22：根据rel→expr < expr归约：将状态栈和符号栈都出栈3个，再将rel加到符号栈里，再(140,rel)→144
0 1 5 12 35 140 144                               stmts i0 w0 while ( rel                           ) { a [ i ] = ∫ [ i                               (144,))→r21：根据equality→rel 归约：将状态栈和符号栈都出栈1个，再将equality加到符号栈里，再(140,equality)→143
0 1 5 12 35 140 143                               stmts i0 w0 while ( equality                      ) { a [ i ] = ∫ [ i                               (143,))→r18：根据join→equality归约：将状态栈和符号栈都出栈1个，再将join加到符号栈里，再(140,join)→142
0 1 5 12 35 140 142                               stmts i0 w0 while ( join                          ) { a [ i ] = ∫ [ i                               (142,))→r16：根据bool→join归约：将状态栈和符号栈都出栈1个，再将bool加到符号栈里，再(140,bool)→346
0 1 5 12 35 140 346                               stmts i0 w0 while ( bool                          ) { a [ i ] = ∫ [ i                               (346,))→s639
0 1 5 12 35 140 346 639                           stmts i0 w0 while ( bool )                        { a [ i ] = ∫ [ i ,                               (639,{)→r67：根据w→while ( bool )归约：将状态栈和符号栈都出栈4个，再将w加到符号栈里，再(12,w)→34
0 1 5 12 34                                       stmts i0 w0 w                                     { a [ i ] = ∫ [ i ,                               (34,{)→s4
0 1 5 12 34 4                                     stmts i0 w0 w {                                   a [ i ] = ∫ [ i , i                               (4,id)→r2：根据stmts→ε 归约：将状态栈和符号栈都出栈0个，再将stmts加到符号栈里，再(4,stmts)→10
0 1 5 12 34 4 10                                  stmts i0 w0 w { stmts                             a [ i ] = ∫ [ i , i                               (10,id)→s7
0 1 5 12 34 4 10 7                                stmts i0 w0 w { stmts id                          [ i ] = ∫ [ i , i +                               (7,[)→r76：根据id2→id归约：将状态栈和符号栈都出栈1个，再将id2加到符号栈里，再(10,id2)→28
0 1 5 12 34 4 10 28                               stmts i0 w0 w { stmts id2                         [ i ] = ∫ [ i , i +                               (28,[)→s22
0 1 5 12 34 4 10 28 22                            stmts i0 w0 w { stmts id2 [                       i ] = ∫ [ i , i + 1                               (22,id)→s110
0 1 5 12 34 4 10 28 22 110                        stmts i0 w0 w { stmts id2 [ id                    ] = ∫ [ i , i + 1 ]                               (110,])→r76：根据id2→id归约：将状态栈和符号栈都出栈1个，再将id2加到符号栈里，再(22,id2)→91
0 1 5 12 34 4 10 28 22 91                         stmts i0 w0 w { stmts id2 [ id2                   ] = ∫ [ i , i + 1 ]                               (91,])→r38：根据factor→id2归约：将状态栈和符号栈都出栈1个，再将factor加到符号栈里，再(22,factor)→87
0 1 5 12 34 4 10 28 22 87                         stmts i0 w0 w { stmts id2 [ factor                ] = ∫ [ i , i + 1 ]                               (87,])→r36：根据unary→factor归约：将状态栈和符号栈都出栈1个，再将unary加到符号栈里，再(22,unary)→84
0 1 5 12 34 4 10 28 22 84                         stmts i0 w0 w { stmts id2 [ unary                 ] = ∫ [ i , i + 1 ]                               (84,])→r33：根据term→unary 归约：将状态栈和符号栈都出栈1个，再将term加到符号栈里，再(22,term)→83
0 1 5 12 34 4 10 28 22 83                         stmts i0 w0 w { stmts id2 [ term                  ] = ∫ [ i , i + 1 ]                               (83,])→r29：根据expr→term 归约：将状态栈和符号栈都出栈1个，再将expr加到符号栈里，再(22,expr)→82
0 1 5 12 34 4 10 28 22 82                         stmts i0 w0 w { stmts id2 [ expr                  ] = ∫ [ i , i + 1 ]                               (82,])→r26：根据rel→expr 归约：将状态栈和符号栈都出栈1个，再将rel加到符号栈里，再(22,rel)→81
0 1 5 12 34 4 10 28 22 81                         stmts i0 w0 w { stmts id2 [ rel                   ] = ∫ [ i , i + 1 ]                               (81,])→r21：根据equality→rel 归约：将状态栈和符号栈都出栈1个，再将equality加到符号栈里，再(22,equality)→80
0 1 5 12 34 4 10 28 22 80                         stmts i0 w0 w { stmts id2 [ equality              ] = ∫ [ i , i + 1 ]                               (80,])→r18：根据join→equality归约：将状态栈和符号栈都出栈1个，再将join加到符号栈里，再(22,join)→79
0 1 5 12 34 4 10 28 22 79                         stmts i0 w0 w { stmts id2 [ join                  ] = ∫ [ i , i + 1 ]                               (79,])→r16：根据bool→join归约：将状态栈和符号栈都出栈1个，再将bool加到符号栈里，再(22,bool)→78
0 1 5 12 34 4 10 28 22 78                         stmts i0 w0 w { stmts id2 [ bool                  ] = ∫ [ i , i + 1 ]                               (78,])→s214
1 5 12 34 4 10 28 22 78 214                       stmts i0 w0 w { stmts id2 [ bool ]                = ∫ [ i , i + 1 ] D                               (214,=)→r77：根据id2→id2 [ bool ]归约：将状态栈和符号栈都出栈4个，再将id2加到符号栈里，再(10,id2)→28
0 1 5 12 34 4 10 28                               stmts i0 w0 w { stmts id2                         = ∫ [ i , i + 1 ] D                               (28,=)→s116
0 1 5 12 34 4 10 28 116                           stmts i0 w0 w { stmts id2 =                       ∫ [ i , i + 1 ] D (                               (116,∫)→s291
0 1 5 12 34 4 10 28 116 291                       stmts i0 w0 w { stmts id2 = ∫                     [ i , i + 1 ] D ( x                               (291,[)→s593
1 5 12 34 4 10 28 116 291 593                     stmts i0 w0 w { stmts id2 = ∫ [                   i , i + 1 ] D ( x )                               (593,id)→s475
5 12 34 4 10 28 116 291 593 475                   i0 w0 w { stmts id2 = ∫ [ id                      , i + 1 ] D ( x ) (                               (475,,)→r76：根据id2→id归约：将状态栈和符号栈都出栈1个，再将id2加到符号栈里，再(593,id2)→456
5 12 34 4 10 28 116 291 593 456                   i0 w0 w { stmts id2 = ∫ [ id2                     , i + 1 ] D ( x ) (                               (456,,)→r38：根据factor→id2归约：将状态栈和符号栈都出栈1个，再将factor加到符号栈里，再(593,factor)→452
5 12 34 4 10 28 116 291 593 452                   i0 w0 w { stmts id2 = ∫ [ factor                  , i + 1 ] D ( x ) (                               (452,,)→r36：根据unary→factor归约：将状态栈和符号栈都出栈1个，再将unary加到符号栈里，再(593,unary)→449
5 12 34 4 10 28 116 291 593 449                   i0 w0 w { stmts id2 = ∫ [ unary                   , i + 1 ] D ( x ) (                               (449,,)→r33：根据term→unary 归约：将状态栈和符号栈都出栈1个，再将term加到符号栈里，再(593,term)→448
5 12 34 4 10 28 116 291 593 448                   i0 w0 w { stmts id2 = ∫ [ term                    , i + 1 ] D ( x ) (                               (448,,)→r29：根据expr→term 归约：将状态栈和符号栈都出栈1个，再将expr加到符号栈里，再(593,expr)→447
5 12 34 4 10 28 116 291 593 447                   i0 w0 w { stmts id2 = ∫ [ expr                    , i + 1 ] D ( x ) (                               (447,,)→r26：根据rel→expr 归约：将状态栈和符号栈都出栈1个，再将rel加到符号栈里，再(593,rel)→446
5 12 34 4 10 28 116 291 593 446                   i0 w0 w { stmts id2 = ∫ [ rel                     , i + 1 ] D ( x ) (                               (446,,)→r21：根据equality→rel 归约：将状态栈和符号栈都出栈1个，再将equality加到符号栈里，再(593,equality)→445
5 12 34 4 10 28 116 291 593 445                   i0 w0 w { stmts id2 = ∫ [ equality                , i + 1 ] D ( x ) (                               (445,,)→r18：根据join→equality归约：将状态栈和符号栈都出栈1个，再将join加到符号栈里，再(593,join)→444
5 12 34 4 10 28 116 291 593 444                   i0 w0 w { stmts id2 = ∫ [ join                    , i + 1 ] D ( x ) (                               (444,,)→r16：根据bool→join归约：将状态栈和符号栈都出栈1个，再将bool加到符号栈里，再(593,bool)→938
5 12 34 4 10 28 116 291 593 938                   i0 w0 w { stmts id2 = ∫ [ bool                    , i + 1 ] D ( x ) (                               (938,,)→s1260
12 34 4 10 28 116 291 593 938 1260                w0 w { stmts id2 = ∫ [ bool ,                     i + 1 ] D ( x ) ( 3                               (1260,id)→s110
34 4 10 28 116 291 593 938 1260 110               w { stmts id2 = ∫ [ bool , id                     + 1 ] D ( x ) ( 3 *                               (110,+)→r76：根据id2→id归约：将状态栈和符号栈都出栈1个，再将id2加到符号栈里，再(1260,id2)→91
34 4 10 28 116 291 593 938 1260 91                w { stmts id2 = ∫ [ bool , id2                    + 1 ] D ( x ) ( 3 *                               (91,+)→r38：根据factor→id2归约：将状态栈和符号栈都出栈1个，再将factor加到符号栈里，再(1260,factor)→87
34 4 10 28 116 291 593 938 1260 87                w { stmts id2 = ∫ [ bool , factor                 + 1 ] D ( x ) ( 3 *                               (87,+)→r36：根据unary→factor归约：将状态栈和符号栈都出栈1个，再将unary加到符号栈里，再(1260,unary)→84
34 4 10 28 116 291 593 938 1260 84                w { stmts id2 = ∫ [ bool , unary                  + 1 ] D ( x ) ( 3 *                               (84,+)→r33：根据term→unary 归约：将状态栈和符号栈都出栈1个，再将term加到符号栈里，再(1260,term)→83
34 4 10 28 116 291 593 938 1260 83                w { stmts id2 = ∫ [ bool , term                   + 1 ] D ( x ) ( 3 *                               (83,+)→r29：根据expr→term 归约：将状态栈和符号栈都出栈1个，再将expr加到符号栈里，再(1260,expr)→82
34 4 10 28 116 291 593 938 1260 82                w { stmts id2 = ∫ [ bool , expr                   + 1 ] D ( x ) ( 3 *                               (82,+)→s223
4 10 28 116 291 593 938 1260 82 223               { stmts id2 = ∫ [ bool , expr +                   1 ] D ( x ) ( 3 * i                               (223,num)→s92
10 28 116 291 593 938 1260 82 223 92              stmts id2 = ∫ [ bool , expr + num                 ] D ( x ) ( 3 * i *                               (92,])→r39：根据factor→num 归约：将状态栈和符号栈都出栈1个，再将factor加到符号栈里，再(223,factor)→87
10 28 116 291 593 938 1260 82 223 87              stmts id2 = ∫ [ bool , expr + factor              ] D ( x ) ( 3 * i *                               (87,])→r36：根据unary→factor归约：将状态栈和符号栈都出栈1个，再将unary加到符号栈里，再(223,unary)→84
10 28 116 291 593 938 1260 82 223 84              stmts id2 = ∫ [ bool , expr + unary               ] D ( x ) ( 3 * i *                               (84,])→r33：根据term→unary 归约：将状态栈和符号栈都出栈1个，再将term加到符号栈里，再(223,term)→517
10 28 116 291 593 938 1260 82 223 517             stmts id2 = ∫ [ bool , expr + term                ] D ( x ) ( 3 * i *                               (517,])→r27：根据expr→expr + term 归约：将状态栈和符号栈都出栈3个，再将expr加到符号栈里，再(1260,expr)→82
34 4 10 28 116 291 593 938 1260 82                w { stmts id2 = ∫ [ bool , expr                   ] D ( x ) ( 3 * i *                               (82,])→r26：根据rel→expr 归约：将状态栈和符号栈都出栈1个，再将rel加到符号栈里，再(1260,rel)→81
34 4 10 28 116 291 593 938 1260 81                w { stmts id2 = ∫ [ bool , rel                    ] D ( x ) ( 3 * i *                               (81,])→r21：根据equality→rel 归约：将状态栈和符号栈都出栈1个，再将equality加到符号栈里，再(1260,equality)→80
34 4 10 28 116 291 593 938 1260 80                w { stmts id2 = ∫ [ bool , equality               ] D ( x ) ( 3 * i *                               (80,])→r18：根据join→equality归约：将状态栈和符号栈都出栈1个，再将join加到符号栈里，再(1260,join)→79
34 4 10 28 116 291 593 938 1260 79                w { stmts id2 = ∫ [ bool , join                   ] D ( x ) ( 3 * i *                               (79,])→r16：根据bool→join归约：将状态栈和符号栈都出栈1个，再将bool加到符号栈里，再(1260,bool)→1524
34 4 10 28 116 291 593 938 1260 1524              w { stmts id2 = ∫ [ bool , bool                   ] D ( x ) ( 3 * i *                               (1524,])→s1688
4 10 28 116 291 593 938 1260 1524 1688            { stmts id2 = ∫ [ bool , bool ]                   D ( x ) ( 3 * i * x                               (1688,D)→r70：根据i1→ε归约：将状态栈和符号栈都出栈0个，再将i1加到符号栈里，再(1688,i1)→1784
10 28 116 291 593 938 1260 1524 1688 1784         stmts id2 = ∫ [ bool , bool ] i1                  D ( x ) ( 3 * i * x                               (1784,D)→r66：根据w0→ε归约：将状态栈和符号栈都出栈0个，再将w0加到符号栈里，再(1784,w0)→1835
28 116 291 593 938 1260 1524 1688 1784 1835       id2 = ∫ [ bool , bool ] i1 w0                     D ( x ) ( 3 * i * x                               (1835,D)→r71：根据ii→ε归约：将状态栈和符号栈都出栈0个，再将ii加到符号栈里，再(1835,ii)→1862
116 291 593 938 1260 1524 1688 1784 1835 1862     = ∫ [ bool , bool ] i1 w0 ii                      D ( x ) ( 3 * i * x                               (1862,D)→s1881
291 593 938 1260 1524 1688 1784 1835 1862 1881    ∫ [ bool , bool ] i1 w0 ii D                      ( x ) ( 3 * i * x ^                               (1881,()→s1896
593 938 1260 1524 1688 1784 1835 1862 1881 1896   [ bool , bool ] i1 w0 ii D (                      x ) ( 3 * i * x ^ 2                               (1896,id)→s1910
938 1260 1524 1688 1784 1835 1862 1881 1896 1910  bool , bool ] i1 w0 ii D ( id                     ) ( 3 * i * x ^ 2 )                               (1910,))→s1924
1260 1524 1688 1784 1835 1862 1881 1896 1910 1924 , bool ] i1 w0 ii D ( id )                        ( 3 * i * x ^ 2 ) ;                               (1924,()→r73：根据i2→ε归约：将状态栈和符号栈都出栈0个，再将i2加到符号栈里，再(1924,i2)→1938
1524 1688 1784 1835 1862 1881 1896 1910 1924 1938 bool ] i1 w0 ii D ( id ) i2                       ( 3 * i * x ^ 2 ) ;                               (1938,()→s1952
1688 1784 1835 1862 1881 1896 1910 1924 1938 1952 ] i1 w0 ii D ( id ) i2 (                          3 * i * x ^ 2 ) ; i                               (1952,num)→s155
1784 1835 1862 1881 1896 1910 1924 1938 1952 155  i1 w0 ii D ( id ) i2 ( num                        * i * x ^ 2 ) ; i ++                              (155,*)→r39：根据factor→num 归约：将状态栈和符号栈都出栈1个，再将factor加到符号栈里，再(1952,factor)→150
1784 1835 1862 1881 1896 1910 1924 1938 1952 150  i1 w0 ii D ( id ) i2 ( factor                     * i * x ^ 2 ) ; i ++                              (150,*)→r36：根据unary→factor归约：将状态栈和符号栈都出栈1个，再将unary加到符号栈里，再(1952,unary)→147
1784 1835 1862 1881 1896 1910 1924 1938 1952 147  i1 w0 ii D ( id ) i2 ( unary                      * i * x ^ 2 ) ; i ++                              (147,*)→r33：根据term→unary 归约：将状态栈和符号栈都出栈1个，再将term加到符号栈里，再(1952,term)→146
1784 1835 1862 1881 1896 1910 1924 1938 1952 146  i1 w0 ii D ( id ) i2 ( term                       * i * x ^ 2 ) ; i ++                              (146,*)→s358
1835 1862 1881 1896 1910 1924 1938 1952 146 358   w0 ii D ( id ) i2 ( term *                        i * x ^ 2 ) ; i ++ }                              (358,id)→s173
1862 1881 1896 1910 1924 1938 1952 146 358 173    ii D ( id ) i2 ( term * id                        * x ^ 2 ) ; i ++ } b                              (173,*)→r76：根据id2→id归约：将状态栈和符号栈都出栈1个，再将id2加到符号栈里，再(358,id2)→154
1862 1881 1896 1910 1924 1938 1952 146 358 154    ii D ( id ) i2 ( term * id2                       * x ^ 2 ) ; i ++ } b                              (154,*)→r38：根据factor→id2归约：将状态栈和符号栈都出栈1个，再将factor加到符号栈里，再(358,factor)→150
1862 1881 1896 1910 1924 1938 1952 146 358 150    ii D ( id ) i2 ( term * factor                    * x ^ 2 ) ; i ++ } b                              (150,*)→r36：根据unary→factor归约：将状态栈和符号栈都出栈1个，再将unary加到符号栈里，再(358,unary)→678
1862 1881 1896 1910 1924 1938 1952 146 358 678    ii D ( id ) i2 ( term * unary                     * x ^ 2 ) ; i ++ } b                              (678,*)→r30：根据term→term * unary 归约：将状态栈和符号栈都出栈3个，再将term加到符号栈里，再(1952,term)→146
1784 1835 1862 1881 1896 1910 1924 1938 1952 146  i1 w0 ii D ( id ) i2 ( term                       * x ^ 2 ) ; i ++ } b                              (146,*)→s358
1835 1862 1881 1896 1910 1924 1938 1952 146 358   w0 ii D ( id ) i2 ( term *                        x ^ 2 ) ; i ++ } b =                              (358,id)→s173
1862 1881 1896 1910 1924 1938 1952 146 358 173    ii D ( id ) i2 ( term * id                        ^ 2 ) ; i ++ } b = ∫                              (173,^)→r76：根据id2→id归约：将状态栈和符号栈都出栈1个，再将id2加到符号栈里，再(358,id2)→154
1862 1881 1896 1910 1924 1938 1952 146 358 154    ii D ( id ) i2 ( term * id2                       ^ 2 ) ; i ++ } b = ∫                              (154,^)→r38：根据factor→id2归约：将状态栈和符号栈都出栈1个，再将factor加到符号栈里，再(358,factor)→150
1862 1881 1896 1910 1924 1938 1952 146 358 150    ii D ( id ) i2 ( term * factor                    ^ 2 ) ; i ++ } b = ∫                              (150,^)→s364
1881 1896 1910 1924 1938 1952 146 358 150 364     D ( id ) i2 ( term * factor ^                     2 ) ; i ++ } b = ∫ [                              (364,num)→s155
1896 1910 1924 1938 1952 146 358 150 364 155      ( id ) i2 ( term * factor ^ num                   ) ; i ++ } b = ∫ [ -                              (155,))→r39：根据factor→num 归约：将状态栈和符号栈都出栈1个，再将factor加到符号栈里，再(364,factor)→150
1896 1910 1924 1938 1952 146 358 150 364 150      ( id ) i2 ( term * factor ^ factor                ) ; i ++ } b = ∫ [ -                              (150,))→r36：根据unary→factor归约：将状态栈和符号栈都出栈1个，再将unary加到符号栈里，再(364,unary)→682
1896 1910 1924 1938 1952 146 358 150 364 682      ( id ) i2 ( term * factor ^ unary                 ) ; i ++ } b = ∫ [ -                              (682,))→r45：根据unary→factor ^ unary归约：将状态栈和符号栈都出栈3个，再将unary加到符号栈里，再(358,unary)→678
1862 1881 1896 1910 1924 1938 1952 146 358 678    ii D ( id ) i2 ( term * unary                     ) ; i ++ } b = ∫ [ -                              (678,))→r30：根据term→term * unary 归约：将状态栈和符号栈都出栈3个，再将term加到符号栈里，再(1952,term)→146
1784 1835 1862 1881 1896 1910 1924 1938 1952 146  i1 w0 ii D ( id ) i2 ( term                       ) ; i ++ } b = ∫ [ -                              (146,))→r29：根据expr→term 归约：将状态栈和符号栈都出栈1个，再将expr加到符号栈里，再(1952,expr)→145
1784 1835 1862 1881 1896 1910 1924 1938 1952 145  i1 w0 ii D ( id ) i2 ( expr                       ) ; i ++ } b = ∫ [ -                              (145,))→r26：根据rel→expr 归约：将状态栈和符号栈都出栈1个，再将rel加到符号栈里，再(1952,rel)→144
1784 1835 1862 1881 1896 1910 1924 1938 1952 144  i1 w0 ii D ( id ) i2 ( rel                        ) ; i ++ } b = ∫ [ -                              (144,))→r21：根据equality→rel 归约：将状态栈和符号栈都出栈1个，再将equality加到符号栈里，再(1952,equality)→143
1784 1835 1862 1881 1896 1910 1924 1938 1952 143  i1 w0 ii D ( id ) i2 ( equality                   ) ; i ++ } b = ∫ [ -                              (143,))→r18：根据join→equality归约：将状态栈和符号栈都出栈1个，再将join加到符号栈里，再(1952,join)→142
1784 1835 1862 1881 1896 1910 1924 1938 1952 142  i1 w0 ii D ( id ) i2 ( join                       ) ; i ++ } b = ∫ [ -                              (142,))→r16：根据bool→join归约：将状态栈和符号栈都出栈1个，再将bool加到符号栈里，再(1952,bool)→1966
1784 1835 1862 1881 1896 1910 1924 1938 1952 1966 i1 w0 ii D ( id ) i2 ( bool                       ) ; i ++ } b = ∫ [ -                              (1966,))→s1978
1835 1862 1881 1896 1910 1924 1938 1952 1966 1978 w0 ii D ( id ) i2 ( bool )                        ; i ++ } b = ∫ [ - 2                              (1978,;)→r72：根据ii→ii D ( id ) i2 ( bool )归约：将状态栈和符号栈都出栈9个，再将ii加到符号栈里，再(1835,ii)→1862
116 291 593 938 1260 1524 1688 1784 1835 1862     = ∫ [ bool , bool ] i1 w0 ii                      D ( x ) ( 3 * i * x                               (1862,D)→s1881
291 593 938 1260 1524 1688 1784 1835 1862 1881    ∫ [ bool , bool ] i1 w0 ii D                      ( x ) ( 3 * i * x ^                               (1881,()→s1896
593 938 1260 1524 1688 1784 1835 1862 1881 1896   [ bool , bool ] i1 w0 ii D (                      x ) ( 3 * i * x ^ 2                               (1896,id)→s1910
938 1260 1524 1688 1784 1835 1862 1881 1896 1910  bool , bool ] i1 w0 ii D ( id                     ) ( 3 * i * x ^ 2 )                               (1910,))→s1924
1260 1524 1688 1784 1835 1862 1881 1896 1910 1924 , bool ] i1 w0 ii D ( id )                        ( 3 * i * x ^ 2 ) ;                               (1924,()→r73：根据i2→ε归约：将状态栈和符号栈都出栈0个，再将i2加到符号栈里，再(1924,i2)→1938
1524 1688 1784 1835 1862 1881 1896 1910 1924 1938 bool ] i1 w0 ii D ( id ) i2                       ( 3 * i * x ^ 2 ) ;                               (1938,()→s1952
1688 1784 1835 1862 1881 1896 1910 1924 1938 1952 ] i1 w0 ii D ( id ) i2 (                          3 * i * x ^ 2 ) ; i                               (1952,num)→s155
1784 1835 1862 1881 1896 1910 1924 1938 1952 155  i1 w0 ii D ( id ) i2 ( num                        * i * x ^ 2 ) ; i ++                              (155,*)→r39：根据factor→num 归约：将状态栈和符号栈都出栈1个，再将factor加到符号栈里，再(1952,factor)→150
1784 1835 1862 1881 1896 1910 1924 1938 1952 150  i1 w0 ii D ( id ) i2 ( factor                     * i * x ^ 2 ) ; i ++                              (150,*)→r36：根据unary→factor归约：将状态栈和符号栈都出栈1个，再将unary加到符号栈里，再(1952,unary)→147
1784 1835 1862 1881 1896 1910 1924 1938 1952 147  i1 w0 ii D ( id ) i2 ( unary                      * i * x ^ 2 ) ; i ++                              (147,*)→r33：根据term→unary 归约：将状态栈和符号栈都出栈1个，再将term加到符号栈里，再(1952,term)→146
1784 1835 1862 1881 1896 1910 1924 1938 1952 146  i1 w0 ii D ( id ) i2 ( term                       * i * x ^ 2 ) ; i ++                              (146,*)→s358
1835 1862 1881 1896 1910 1924 1938 1952 146 358   w0 ii D ( id ) i2 ( term *                        i * x ^ 2 ) ; i ++ }                              (358,id)→s173
1862 1881 1896 1910 1924 1938 1952 146 358 173    ii D ( id ) i2 ( term * id                        * x ^ 2 ) ; i ++ } b                              (173,*)→r76：根据id2→id归约：将状态栈和符号栈都出栈1个，再将id2加到符号栈里，再(358,id2)→154
1862 1881 1896 1910 1924 1938 1952 146 358 154    ii D ( id ) i2 ( term * id2                       * x ^ 2 ) ; i ++ } b                              (154,*)→r38：根据factor→id2归约：将状态栈和符号栈都出栈1个，再将factor加到符号栈里，再(358,factor)→150
