状态栈后10个                                           符号栈后10个                                           输入前10个                                            动作                                                
0 1 5 12 35 140 144                               stmts i0 w0 while ( rel                           ) { a += i ; b += a ;                             (144,))→r21：根据equality→rel 归约：将状态栈和符号栈都出栈1个，再将equality加到符号栈里，再(140,equality)→143
0 1 5 12 35 140 143                               stmts i0 w0 while ( equality                      ) { a += i ; b += a ;                             (143,))→r18：根据join→equality归约：将状态栈和符号栈都出栈1个，再将join加到符号栈里，再(140,join)→142
0 1 5 12 35 140 142                               stmts i0 w0 while ( join                          ) { a += i ; b += a ;                             (142,))→r16：根据bool→join归约：将状态栈和符号栈都出栈1个，再将bool加到符号栈里，再(140,bool)→346
0 1 5 12 35 140 346                               stmts i0 w0 while ( bool                          ) { a += i ; b += a ;                             (346,))→s639
0 1 5 12 35 140 346 639                           stmts i0 w0 while ( bool )                        { a += i ; b += a ; i                             (639,{)→r67：根据w→while ( bool )归约：将状态栈和符号栈都出栈4个，再将w加到符号栈里，再(12,w)→34
0 1 5 12 34                                       stmts i0 w0 w                                     { a += i ; b += a ; i                             (34,{)→s4
0 1 5 12 34 4                                     stmts i0 w0 w {                                   a += i ; b += a ; i ++                            (4,id)→r2：根据stmts→ε 归约：将状态栈和符号栈都出栈0个，再将stmts加到符号栈里，再(4,stmts)→10
0 1 5 12 34 4 10                                  stmts i0 w0 w { stmts                             a += i ; b += a ; i ++                            (10,id)→s7
0 1 5 12 34 4 10 7                                stmts i0 w0 w { stmts id                          += i ; b += a ; i ++ }                            (7,+=)→r76：根据id2→id归约：将状态栈和符号栈都出栈1个，再将id2加到符号栈里，再(10,id2)→28
0 1 5 12 34 4 10 28                               stmts i0 w0 w { stmts id2                         += i ; b += a ; i ++ }                            (28,+=)→s117
0 1 5 12 34 4 10 28 117                           stmts i0 w0 w { stmts id2 +=                      i ; b += a ; i ++ } i                             (117,id)→s296
0 1 5 12 34 4 10 28 117 296                       stmts i0 w0 w { stmts id2 += id                   ; b += a ; i ++ } i =                             (296,;)→r76：根据id2→id归约：将状态栈和符号栈都出栈1个，再将id2加到符号栈里，再(117,id2)→295
0 1 5 12 34 4 10 28 117 295                       stmts i0 w0 w { stmts id2 += id2                  ; b += a ; i ++ } i =                             (295,;)→r38：根据factor→id2归约：将状态栈和符号栈都出栈1个，再将factor加到符号栈里，再(117,factor)→272
0 1 5 12 34 4 10 28 117 272                       stmts i0 w0 w { stmts id2 += factor               ; b += a ; i ++ } i =                             (272,;)→r36：根据unary→factor归约：将状态栈和符号栈都出栈1个，再将unary加到符号栈里，再(117,unary)→269
0 1 5 12 34 4 10 28 117 269                       stmts i0 w0 w { stmts id2 += unary                ; b += a ; i ++ } i =                             (269,;)→r33：根据term→unary 归约：将状态栈和符号栈都出栈1个，再将term加到符号栈里，再(117,term)→268
0 1 5 12 34 4 10 28 117 268                       stmts i0 w0 w { stmts id2 += term                 ; b += a ; i ++ } i =                             (268,;)→r29：根据expr→term 归约：将状态栈和符号栈都出栈1个，再将expr加到符号栈里，再(117,expr)→267
0 1 5 12 34 4 10 28 117 267                       stmts i0 w0 w { stmts id2 += expr                 ; b += a ; i ++ } i =                             (267,;)→r26：根据rel→expr 归约：将状态栈和符号栈都出栈1个，再将rel加到符号栈里，再(117,rel)→266
0 1 5 12 34 4 10 28 117 266                       stmts i0 w0 w { stmts id2 += rel                  ; b += a ; i ++ } i =                             (266,;)→r21：根据equality→rel 归约：将状态栈和符号栈都出栈1个，再将equality加到符号栈里，再(117,equality)→265
0 1 5 12 34 4 10 28 117 265                       stmts i0 w0 w { stmts id2 += equality             ; b += a ; i ++ } i =                             (265,;)→r18：根据join→equality归约：将状态栈和符号栈都出栈1个，再将join加到符号栈里，再(117,join)→264
0 1 5 12 34 4 10 28 117 264                       stmts i0 w0 w { stmts id2 += join                 ; b += a ; i ++ } i =                             (264,;)→r16：根据bool→join归约：将状态栈和符号栈都出栈1个，再将bool加到符号栈里，再(117,bool)→294
0 1 5 12 34 4 10 28 117 294                       stmts i0 w0 w { stmts id2 += bool                 ; b += a ; i ++ } i =                             (294,;)→r8：根据s→id2 += bool归约：将状态栈和符号栈都出栈3个，再将s加到符号栈里，再(10,s)→25
0 1 5 12 34 4 10 25                               stmts i0 w0 w { stmts s                           ; b += a ; i ++ } i =                             (25,;)→s112
0 1 5 12 34 4 10 25 112                           stmts i0 w0 w { stmts s ;                         b += a ; i ++ } i = 1                             (112,id)→r4：根据stmt→s ;归约：将状态栈和符号栈都出栈2个，再将stmt加到符号栈里，再(10,stmt)→24
0 1 5 12 34 4 10 24                               stmts i0 w0 w { stmts stmt                        b += a ; i ++ } i = 1                             (24,id)→r1：根据stmts→stmts stmt 归约：将状态栈和符号栈都出栈2个，再将stmts加到符号栈里，再(4,stmts)→10
0 1 5 12 34 4 10                                  stmts i0 w0 w { stmts                             b += a ; i ++ } i = 1                             (10,id)→s7
0 1 5 12 34 4 10 7                                stmts i0 w0 w { stmts id                          += a ; i ++ } i = 1 ,                             (7,+=)→r76：根据id2→id归约：将状态栈和符号栈都出栈1个，再将id2加到符号栈里，再(10,id2)→28
0 1 5 12 34 4 10 28                               stmts i0 w0 w { stmts id2                         += a ; i ++ } i = 1 ,                             (28,+=)→s117
0 1 5 12 34 4 10 28 117                           stmts i0 w0 w { stmts id2 +=                      a ; i ++ } i = 1 , c                              (117,id)→s296
0 1 5 12 34 4 10 28 117 296                       stmts i0 w0 w { stmts id2 += id                   ; i ++ } i = 1 , c =                              (296,;)→r76：根据id2→id归约：将状态栈和符号栈都出栈1个，再将id2加到符号栈里，再(117,id2)→295
0 1 5 12 34 4 10 28 117 295                       stmts i0 w0 w { stmts id2 += id2                  ; i ++ } i = 1 , c =                              (295,;)→r38：根据factor→id2归约：将状态栈和符号栈都出栈1个，再将factor加到符号栈里，再(117,factor)→272
0 1 5 12 34 4 10 28 117 272                       stmts i0 w0 w { stmts id2 += factor               ; i ++ } i = 1 , c =                              (272,;)→r36：根据unary→factor归约：将状态栈和符号栈都出栈1个，再将unary加到符号栈里，再(117,unary)→269
0 1 5 12 34 4 10 28 117 269                       stmts i0 w0 w { stmts id2 += unary                ; i ++ } i = 1 , c =                              (269,;)→r33：根据term→unary 归约：将状态栈和符号栈都出栈1个，再将term加到符号栈里，再(117,term)→268
0 1 5 12 34 4 10 28 117 268                       stmts i0 w0 w { stmts id2 += term                 ; i ++ } i = 1 , c =                              (268,;)→r29：根据expr→term 归约：将状态栈和符号栈都出栈1个，再将expr加到符号栈里，再(117,expr)→267
0 1 5 12 34 4 10 28 117 267                       stmts i0 w0 w { stmts id2 += expr                 ; i ++ } i = 1 , c =                              (267,;)→r26：根据rel→expr 归约：将状态栈和符号栈都出栈1个，再将rel加到符号栈里，再(117,rel)→266
0 1 5 12 34 4 10 28 117 266                       stmts i0 w0 w { stmts id2 += rel                  ; i ++ } i = 1 , c =                              (266,;)→r21：根据equality→rel 归约：将状态栈和符号栈都出栈1个，再将equality加到符号栈里，再(117,equality)→265
0 1 5 12 34 4 10 28 117 265                       stmts i0 w0 w { stmts id2 += equality             ; i ++ } i = 1 , c =                              (265,;)→r18：根据join→equality归约：将状态栈和符号栈都出栈1个，再将join加到符号栈里，再(117,join)→264
0 1 5 12 34 4 10 28 117 264                       stmts i0 w0 w { stmts id2 += join                 ; i ++ } i = 1 , c =                              (264,;)→r16：根据bool→join归约：将状态栈和符号栈都出栈1个，再将bool加到符号栈里，再(117,bool)→294
0 1 5 12 34 4 10 28 117 294                       stmts i0 w0 w { stmts id2 += bool                 ; i ++ } i = 1 , c =                              (294,;)→r8：根据s→id2 += bool归约：将状态栈和符号栈都出栈3个，再将s加到符号栈里，再(10,s)→25
0 1 5 12 34 4 10 25                               stmts i0 w0 w { stmts s                           ; i ++ } i = 1 , c =                              (25,;)→s112
0 1 5 12 34 4 10 25 112                           stmts i0 w0 w { stmts s ;                         i ++ } i = 1 , c = 0                              (112,id)→r4：根据stmt→s ;归约：将状态栈和符号栈都出栈2个，再将stmt加到符号栈里，再(10,stmt)→24
0 1 5 12 34 4 10 24                               stmts i0 w0 w { stmts stmt                        i ++ } i = 1 , c = 0                              (24,id)→r1：根据stmts→stmts stmt 归约：将状态栈和符号栈都出栈2个，再将stmts加到符号栈里，再(4,stmts)→10
0 1 5 12 34 4 10                                  stmts i0 w0 w { stmts                             i ++ } i = 1 , c = 0                              (10,id)→s7
0 1 5 12 34 4 10 7                                stmts i0 w0 w { stmts id                          ++ } i = 1 , c = 0 ;                              (7,++)→r76：根据id2→id归约：将状态栈和符号栈都出栈1个，再将id2加到符号栈里，再(10,id2)→28
0 1 5 12 34 4 10 28                               stmts i0 w0 w { stmts id2                         ++ } i = 1 , c = 0 ;                              (28,++)→s122
0 1 5 12 34 4 10 28 122                           stmts i0 w0 w { stmts id2 ++                      } i = 1 , c = 0 ; while                           (122,})→r13：根据s→id2 ++归约：将状态栈和符号栈都出栈2个，再将s加到符号栈里，再(10,s)→25
0 1 5 12 34 4 10 25                               stmts i0 w0 w { stmts s                           } i = 1 , c = 0 ; while                           (25,})→r5：根据stmt→s归约：将状态栈和符号栈都出栈1个，再将stmt加到符号栈里，再(10,stmt)→24
0 1 5 12 34 4 10 24                               stmts i0 w0 w { stmts stmt                        } i = 1 , c = 0 ; while                           (24,})→r1：根据stmts→stmts stmt 归约：将状态栈和符号栈都出栈2个，再将stmts加到符号栈里，再(4,stmts)→10
0 1 5 12 34 4 10                                  stmts i0 w0 w { stmts                             } i = 1 , c = 0 ; while                           (10,})→s23
0 1 5 12 34 4 10 23                               stmts i0 w0 w { stmts }                           i = 1 , c = 0 ; while (                           (23,id)→r6：根据stmt→{ stmts }归约：将状态栈和符号栈都出栈3个，再将stmt加到符号栈里，再(34,stmt)→139
0 1 5 12 34 139                                   stmts i0 w0 w stmt                                i = 1 , c = 0 ; while (                           (139,id)→r65：根据stmt→i0 w0 w stmt归约：将状态栈和符号栈都出栈4个，再将stmt加到符号栈里，再(1,stmt)→2
0 1 2                                             stmts stmt                                        while ( i < 5 ) { a += i                          (2,while)→r1：根据stmts→stmts stmt 归约：将状态栈和符号栈都出栈2个，再将stmts加到符号栈里，再(0,stmts)→1
0 1                                               stmts                                             while ( i < 5 ) { a += i                          (1,while)→r62：根据i0→ε归约：将状态栈和符号栈都出栈0个，再将i0加到符号栈里，再(1,i0)→5
0 1 5                                             stmts i0                                          while ( i < 5 ) { a += i                          (5,while)→r66：根据w0→ε归约：将状态栈和符号栈都出栈0个，再将w0加到符号栈里，再(5,w0)→12
0 1 5 12                                          stmts i0 w0                                       while ( i < 5 ) { a += i                          (12,while)→s35
0 1 5 12 35                                       stmts i0 w0 while                                 ( i < 5 ) { a += i ;                              (35,()→s140
0 1 5 12 35 140                                   stmts i0 w0 while (                               i < 5 ) { a += i ; b                              (140,id)→s173
0 1 5 12 35 140 173                               stmts i0 w0 while ( id                            < 5 ) { a += i ; b +=                             (173,<)→r76：根据id2→id归约：将状态栈和符号栈都出栈1个，再将id2加到符号栈里，再(140,id2)→154
0 1 5 12 35 140 154                               stmts i0 w0 while ( id2                           < 5 ) { a += i ; b +=                             (154,<)→r38：根据factor→id2归约：将状态栈和符号栈都出栈1个，再将factor加到符号栈里，再(140,factor)→150
0 1 5 12 35 140 150                               stmts i0 w0 while ( factor                        < 5 ) { a += i ; b +=                             (150,<)→r36：根据unary→factor归约：将状态栈和符号栈都出栈1个，再将unary加到符号栈里，再(140,unary)→147
0 1 5 12 35 140 147                               stmts i0 w0 while ( unary                         < 5 ) { a += i ; b +=                             (147,<)→r33：根据term→unary 归约：将状态栈和符号栈都出栈1个，再将term加到符号栈里，再(140,term)→146
0 1 5 12 35 140 146                               stmts i0 w0 while ( term                          < 5 ) { a += i ; b +=                             (146,<)→r29：根据expr→term 归约：将状态栈和符号栈都出栈1个，再将expr加到符号栈里，再(140,expr)→145
0 1 5 12 35 140 145                               stmts i0 w0 while ( expr                          < 5 ) { a += i ; b +=                             (145,<)→s352
0 1 5 12 35 140 145 352                           stmts i0 w0 while ( expr <                        5 ) { a += i ; b += a                             (352,num)→s654
0 1 5 12 35 140 145 352 654                       stmts i0 w0 while ( expr < num                    ) { a += i ; b += a ;                             (654,))→r39：根据factor→num 归约：将状态栈和符号栈都出栈1个，再将factor加到符号栈里，再(352,factor)→649
0 1 5 12 35 140 145 352 649                       stmts i0 w0 while ( expr < factor                 ) { a += i ; b += a ;                             (649,))→r36：根据unary→factor归约：将状态栈和符号栈都出栈1个，再将unary加到符号栈里，再(352,unary)→646
0 1 5 12 35 140 145 352 646                       stmts i0 w0 while ( expr < unary                  ) { a += i ; b += a ;                             (646,))→r33：根据term→unary 归约：将状态栈和符号栈都出栈1个，再将term加到符号栈里，再(352,term)→645
0 1 5 12 35 140 145 352 645                       stmts i0 w0 while ( expr < term                   ) { a += i ; b += a ;                             (645,))→r29：根据expr→term 归约：将状态栈和符号栈都出栈1个，再将expr加到符号栈里，再(352,expr)→644
0 1 5 12 35 140 145 352 644                       stmts i0 w0 while ( expr < expr                   ) { a += i ; b += a ;                             (644,))→r22：根据rel→expr < expr归约：将状态栈和符号栈都出栈3个，再将rel加到符号栈里，再(140,rel)→144
0 1 5 12 35 140 144                               stmts i0 w0 while ( rel                           ) { a += i ; b += a ;                             (144,))→r21：根据equality→rel 归约：将状态栈和符号栈都出栈1个，再将equality加到符号栈里，再(140,equality)→143
0 1 5 12 35 140 143                               stmts i0 w0 while ( equality                      ) { a += i ; b += a ;                             (143,))→r18：根据join→equality归约：将状态栈和符号栈都出栈1个，再将join加到符号栈里，再(140,join)→142
0 1 5 12 35 140 142                               stmts i0 w0 while ( join                          ) { a += i ; b += a ;                             (142,))→r16：根据bool→join归约：将状态栈和符号栈都出栈1个，再将bool加到符号栈里，再(140,bool)→346
0 1 5 12 35 140 346                               stmts i0 w0 while ( bool                          ) { a += i ; b += a ;                             (346,))→s639
0 1 5 12 35 140 346 639                           stmts i0 w0 while ( bool )                        { a += i ; b += a ; i                             (639,{)→r67：根据w→while ( bool )归约：将状态栈和符号栈都出栈4个，再将w加到符号栈里，再(12,w)→34
0 1 5 12 34                                       stmts i0 w0 w                                     { a += i ; b += a ; i                             (34,{)→s4
0 1 5 12 34 4                                     stmts i0 w0 w {                                   a += i ; b += a ; i ++                            (4,id)→r2：根据stmts→ε 归约：将状态栈和符号栈都出栈0个，再将stmts加到符号栈里，再(4,stmts)→10
0 1 5 12 34 4 10                                  stmts i0 w0 w { stmts                             a += i ; b += a ; i ++                            (10,id)→s7
0 1 5 12 34 4 10 7                                stmts i0 w0 w { stmts id                          += i ; b += a ; i ++ }                            (7,+=)→r76：根据id2→id归约：将状态栈和符号栈都出栈1个，再将id2加到符号栈里，再(10,id2)→28
0 1 5 12 34 4 10 28                               stmts i0 w0 w { stmts id2                         += i ; b += a ; i ++ }                            (28,+=)→s117
0 1 5 12 34 4 10 28 117                           stmts i0 w0 w { stmts id2 +=                      i ; b += a ; i ++ } i                             (117,id)→s296
0 1 5 12 34 4 10 28 117 296                       stmts i0 w0 w { stmts id2 += id                   ; b += a ; i ++ } i =                             (296,;)→r76：根据id2→id归约：将状态栈和符号栈都出栈1个，再将id2加到符号栈里，再(117,id2)→295
0 1 5 12 34 4 10 28 117 295                       stmts i0 w0 w { stmts id2 += id2                  ; b += a ; i ++ } i =                             (295,;)→r38：根据factor→id2归约：将状态栈和符号栈都出栈1个，再将factor加到符号栈里，再(117,factor)→272
0 1 5 12 34 4 10 28 117 272                       stmts i0 w0 w { stmts id2 += factor               ; b += a ; i ++ } i =                             (272,;)→r36：根据unary→factor归约：将状态栈和符号栈都出栈1个，再将unary加到符号栈里，再(117,unary)→269
0 1 5 12 34 4 10 28 117 269                       stmts i0 w0 w { stmts id2 += unary                ; b += a ; i ++ } i =                             (269,;)→r33：根据term→unary 归约：将状态栈和符号栈都出栈1个，再将term加到符号栈里，再(117,term)→268
0 1 5 12 34 4 10 28 117 268                       stmts i0 w0 w { stmts id2 += term                 ; b += a ; i ++ } i =                             (268,;)→r29：根据expr→term 归约：将状态栈和符号栈都出栈1个，再将expr加到符号栈里，再(117,expr)→267
0 1 5 12 34 4 10 28 117 267                       stmts i0 w0 w { stmts id2 += expr                 ; b += a ; i ++ } i =                             (267,;)→r26：根据rel→expr 归约：将状态栈和符号栈都出栈1个，再将rel加到符号栈里，再(117,rel)→266
0 1 5 12 34 4 10 28 117 266                       stmts i0 w0 w { stmts id2 += rel                  ; b += a ; i ++ } i =                             (266,;)→r21：根据equality→rel 归约：将状态栈和符号栈都出栈1个，再将equality加到符号栈里，再(117,equality)→265
0 1 5 12 34 4 10 28 117 265                       stmts i0 w0 w { stmts id2 += equality             ; b += a ; i ++ } i =                             (265,;)→r18：根据join→equality归约：将状态栈和符号栈都出栈1个，再将join加到符号栈里，再(117,join)→264
0 1 5 12 34 4 10 28 117 264                       stmts i0 w0 w { stmts id2 += join                 ; b += a ; i ++ } i =                             (264,;)→r16：根据bool→join归约：将状态栈和符号栈都出栈1个，再将bool加到符号栈里，再(117,bool)→294
0 1 5 12 34 4 10 28 117 294                       stmts i0 w0 w { stmts id2 += bool                 ; b += a ; i ++ } i =                             (294,;)→r8：根据s→id2 += bool归约：将状态栈和符号栈都出栈3个，再将s加到符号栈里，再(10,s)→25
0 1 5 12 34 4 10 25                               stmts i0 w0 w { stmts s                           ; b += a ; i ++ } i =                             (25,;)→s112
0 1 5 12 34 4 10 25 112                           stmts i0 w0 w { stmts s ;                         b += a ; i ++ } i = 1                             (112,id)→r4：根据stmt→s ;归约：将状态栈和符号栈都出栈2个，再将stmt加到符号栈里，再(10,stmt)→24
0 1 5 12 34 4 10 24                               stmts i0 w0 w { stmts stmt                        b += a ; i ++ } i = 1                             (24,id)→r1：根据stmts→stmts stmt 归约：将状态栈和符号栈都出栈2个，再将stmts加到符号栈里，再(4,stmts)→10
0 1 5 12 34 4 10                                  stmts i0 w0 w { stmts                             b += a ; i ++ } i = 1                             (10,id)→s7
